FID	Sample name	Superpopulation code
0	NA19204_NA19204	AFR
0	NA19020_NA19020	AFR
0	NA19209_NA19209	AFR
0	NA19025_NA19025	AFR
0	NA19037_NA19037	AFR
0	NA19223_NA19223	AFR
0	NA19044_NA19044	AFR
0	NA19235_NA19235	AFR
0	NA19056_NA19056	EAS
0	NA19247_NA19247	AFR
0	NA19063_NA19063	EAS
0	NA19068_NA19068	EAS
0	NA19038_NA19038	AFR
0	NA19070_NA19070	EAS
0	NA19057_NA19057	EAS
0	NA19075_NA19075	EAS
0	NA19064_NA19064	EAS
0	NA19082_NA19082	EAS
0	NA19076_NA19076	EAS
0	NA19087_NA19087	EAS
0	NA19083_NA19083	EAS
0	NA19088_NA19088	EAS
0	NA19835_NA19835	AFR
0	NA19090_NA19090	EAS
0	NA19900_NA19900	AFR
0	NA19095_NA19095	AFR
0	NA20287_NA20287	AFR
0	NA19917_NA19917	AFR
0	NA20294_NA20294	AFR
0	NA20299_NA20299	AFR
0	NA20314_NA20314	AFR
0	NA20281_NA20281	AFR
0	NA19746_NA19746	AMR
0	NA20340_NA20340	AFR
0	NA19758_NA19758	AMR
0	NA20787_NA20787	EUR
0	NA20799_NA20799	EUR
0	NA20802_NA20802	EUR
0	NA19777_NA19777	AMR
0	NA20807_NA20807	EUR
0	NA20814_NA20814	EUR
0	NA19789_NA19789	AMR
0	NA20819_NA20819	EUR
0	NA20821_NA20821	EUR
0	NA20826_NA20826	EUR
0	NA19099_NA19099	AFR
0	NA20845_NA20845	SAS
0	NA19102_NA19102	AFR
0	NA20852_NA20852	SAS
0	NA19107_NA19107	AFR
0	NA19114_NA19114	AFR
0	NA20357_NA20357	AFR
0	NA19119_NA19119	AFR
0	NA19121_NA19121	AFR
0	NA20504_NA20504	EUR
0	NA19138_NA19138	AFR
0	NA20509_NA20509	EUR
0	NA20511_NA20511	EUR
0	NA19703_NA19703	AFR
0	NA20516_NA20516	EUR
0	NA20528_NA20528	EUR
0	NA19722_NA19722	AMR
0	NA20530_NA20530	EUR
0	NA20535_NA20535	EUR
0	NA19734_NA19734	AMR
0	NA20542_NA20542	EUR
0	NA19741_NA19741	AMR
0	NA20585_NA20585	EUR
0	NA20298_NA20298	AFR
0	NA20756_NA20756	EUR
0	NA20763_NA20763	EUR
0	NA20768_NA20768	EUR
0	NA20770_NA20770	EUR
0	NA20320_NA20320	AFR
0	NA20775_NA20775	EUR
0	NA20332_NA20332	AFR
0	NA20864_NA20864	SAS
0	NA20869_NA20869	SAS
0	NA20876_NA20876	SAS
0	NA20351_NA20351	AFR
0	NA20883_NA20883	SAS
0	NA20356_NA20356	AFR
0	NA20908_NA20908	SAS
0	NA20910_NA20910	SAS
0	NA21088_NA21088	SAS
0	NA20503_NA20503	EUR
0	NA21090_NA21090	SAS
0	NA20508_NA20508	EUR
0	NA21095_NA21095	SAS
0	NA20510_NA20510	EUR
0	NA20888_NA20888	SAS
0	NA20515_NA20515	EUR
0	NA20890_NA20890	SAS
0	NA20522_NA20522	EUR
0	NA20895_NA20895	SAS
0	NA20786_NA20786	EUR
0	NA20903_NA20903	SAS
0	NA20798_NA20798	EUR
0	NA20801_NA20801	EUR
0	NA20806_NA20806	EUR
0	NA20813_NA20813	EUR
0	NA20818_NA20818	EUR
0	NA20832_NA20832	EUR
0	NA21127_NA21127	SAS
0	NA20849_NA20849	SAS
0	NA20851_NA20851	SAS
0	NA21141_NA21141	SAS
0	NA20856_NA20856	SAS
0	NA21103_NA21103	SAS
0	NA21126_NA21126	SAS
0	NA21108_NA21108	SAS
0	NA21133_NA21133	SAS
0	NA21110_NA21110	SAS
0	NA21115_NA21115	SAS
0	NA20527_NA20527	EUR
0	NA21122_NA21122	SAS
0	NA20534_NA20534	EUR
0	NA20539_NA20539	EUR
0	NA20541_NA20541	EUR
0	NA20589_NA20589	EUR
0	NA20755_NA20755	EUR
0	NA20762_NA20762	EUR
0	NA20767_NA20767	EUR
0	NA20774_NA20774	EUR
0	NA21102_NA21102	SAS
0	NA21107_NA21107	SAS
0	NA21114_NA21114	SAS
0	NA21119_NA21119	SAS
0	NA21121_NA21121	SAS
0	NA20863_NA20863	SAS
0	NA20868_NA20868	SAS
0	NA20870_NA20870	SAS
0	NA20875_NA20875	SAS
0	NA20882_NA20882	SAS
0	NA21087_NA21087	SAS
0	NA21094_NA21094	SAS
0	NA21099_NA21099	SAS
0	NA20887_NA20887	SAS
0	NA20894_NA20894	SAS
0	NA20899_NA20899	SAS
0	NA20902_NA20902	SAS
0	HG00135_HG00135	EUR
0	HG00138_HG00138	EUR
0	HG00154_HG00154	EUR
0	HG00140_HG00140	EUR
0	HG00159_HG00159	EUR
0	HG00145_HG00145	EUR
0	HG00173_HG00173	EUR
0	HG00152_HG00152	EUR
0	HG00178_HG00178	EUR
0	HG00157_HG00157	EUR
0	HG00180_HG00180	EUR
0	HG00171_HG00171	EUR
0	HG00185_HG00185	EUR
0	HG00176_HG00176	EUR
0	HG00231_HG00231	EUR
0	HG00183_HG00183	EUR
0	HG00236_HG00236	EUR
0	HG00188_HG00188	EUR
0	HG00243_HG00243	EUR
0	HG00190_HG00190	EUR
0	HG00234_HG00234	EUR
0	HG00250_HG00250	EUR
0	HG00239_HG00239	EUR
0	HG00255_HG00255	EUR
0	HG00246_HG00246	EUR
0	HG00262_HG00262	EUR
0	HG00253_HG00253	EUR
0	HG00267_HG00267	EUR
0	HG00258_HG00258	EUR
0	HG00274_HG00274	EUR
0	HG00260_HG00260	EUR
0	HG00281_HG00281	EUR
0	HG00265_HG00265	EUR
0	HG00306_HG00306	EUR
0	HG00272_HG00272	EUR
0	HG00313_HG00313	EUR
0	HG00277_HG00277	EUR
0	HG00318_HG00318	EUR
0	HG00320_HG00320	EUR
0	HG00513_HG00513	EAS
0	HG00325_HG00325	EUR
0	HG00525_HG00525	EAS
0	HG00332_HG00332	EUR
0	HG00337_HG00337	EUR
0	HG00537_HG00537	EAS
0	HG00344_HG00344	EUR
0	HG00349_HG00349	EUR
0	HG00551_HG00551	AMR
0	HG00351_HG00351	EUR
0	HG00556_HG00556	EAS
0	HG00356_HG00356	EUR
0	HG00368_HG00368	EUR
0	HG00378_HG00378	EUR
0	HG00375_HG00375	EUR
0	HG00380_HG00380	EUR
0	HG00096_HG00096	EUR
0	HG00104_HG00104	EUR
0	HG00109_HG00109	EUR
0	HG00436_HG00436	EAS
0	HG00111_HG00111	EUR
0	HG00443_HG00443	EAS
0	HG00116_HG00116	EUR
0	HG00448_HG00448	EAS
0	HG00123_HG00123	EUR
0	HG00128_HG00128	EUR
0	HG00130_HG00130	EUR
0	HG00479_HG00479	EAS
0	HG00284_HG00284	EUR
0	HG00304_HG00304	EUR
0	HG00309_HG00309	EUR
0	HG00311_HG00311	EUR
0	HG00323_HG00323	EUR
0	HG00328_HG00328	EUR
0	HG00330_HG00330	EUR
0	HG00335_HG00335	EUR
0	HG00342_HG00342	EUR
0	HG00359_HG00359	EUR
0	HG00361_HG00361	EUR
0	HG00366_HG00366	EUR
0	HG00373_HG00373	EUR
0	HG00599_HG00599	EAS
0	HG00607_HG00607	EAS
0	HG00614_HG00614	EAS
0	HG00382_HG00382	EUR
0	HG00619_HG00619	EAS
0	HG00407_HG00407	EAS
0	HG00419_HG00419	EAS
0	HG00626_HG00626	EAS
0	HG00421_HG00421	EAS
0	HG00638_HG00638	AMR
0	HG00445_HG00445	EAS
0	HG00099_HG00099	EUR
0	HG00452_HG00452	EAS
0	HG00102_HG00102	EUR
0	HG00457_HG00457	EAS
0	HG00107_HG00107	EUR
0	HG00464_HG00464	EAS
0	HG00114_HG00114	EUR
0	HG00476_HG00476	EAS
0	HG00119_HG00119	EUR
0	HG00729_HG00729	EAS
0	HG00121_HG00121	EUR
0	HG00731_HG00731	AMR
0	HG00126_HG00126	EUR
0	HG00736_HG00736	AMR
0	HG00133_HG00133	EUR
0	HG00743_HG00743	AMR
0	HG00844_HG00844	EAS
0	HG00851_HG00851	EAS
0	HG00640_HG00640	AMR
0	HG01094_HG01094	AMR
0	HG00657_HG00657	EAS
0	HG01102_HG01102	AMR
0	HG01107_HG01107	AMR
0	HG00671_HG00671	EAS
0	HG01119_HG01119	AMR
0	HG00683_HG00683	EAS
0	HG01121_HG01121	AMR
0	HG00690_HG00690	EAS
0	HG01133_HG01133	AMR
0	HG00708_HG00708	EAS
0	HG01148_HG01148	AMR
0	HG01140_HG01140	AMR
0	HG00534_HG00534	EAS
0	HG01162_HG01162	AMR
0	HG00553_HG00553	AMR
0	HG01167_HG01167	AMR
0	HG01174_HG01174	AMR
0	HG00560_HG00560	EAS
0	HG01198_HG01198	AMR
0	HG00565_HG00565	EAS
0	HG00584_HG00584	EAS
0	HG01251_HG01251	AMR
0	HG00589_HG00589	EAS
0	HG01326_HG01326	AMR
0	HG01345_HG01345	AMR
0	HG00654_HG00654	EAS
0	HG01357_HG01357	AMR
0	HG00692_HG00692	EAS
0	HG01369_HG01369	AMR
0	HG01092_HG01092	AMR
0	HG00705_HG00705	EAS
0	HG01097_HG01097	AMR
0	HG00717_HG00717	EAS
0	HG01105_HG01105	AMR
0	HG00596_HG00596	EAS
0	HG01112_HG01112	AMR
0	HG01124_HG01124	AMR
0	HG00611_HG00611	EAS
0	HG01131_HG01131	AMR
0	HG00623_HG00623	EAS
0	HG01136_HG01136	AMR
0	HG00628_HG00628	EAS
0	HG01028_HG01028	EAS
0	HG01047_HG01047	AMR
0	HG01054_HG01054	AMR
0	HG01049_HG01049	AMR
0	HG01061_HG01061	AMR
0	HG01051_HG01051	AMR
0	HG01066_HG01066	AMR
0	HG01073_HG01073	AMR
0	HG01063_HG01063	AMR
0	HG01080_HG01080	AMR
0	HG01085_HG01085	AMR
0	HG01070_HG01070	AMR
0	HG01075_HG01075	AMR
0	HG01383_HG01383	AMR
0	HG01082_HG01082	AMR
0	HG01390_HG01390	AMR
0	HG01395_HG01395	AMR
0	HG01164_HG01164	AMR
0	HG01403_HG01403	AMR
0	HG01171_HG01171	AMR
0	HG01176_HG01176	AMR
0	HG01441_HG01441	AMR
0	HG01183_HG01183	AMR
0	HG01188_HG01188	AMR
0	HG01465_HG01465	AMR
0	HG01190_HG01190	AMR
0	HG00734_HG00734	AMR
0	HG00739_HG00739	AMR
0	HG01241_HG01241	AMR
0	HG01253_HG01253	AMR
0	HG01256_HG01256	AMR
0	HG01260_HG01260	AMR
0	HG01275_HG01275	AMR
0	HG01272_HG01272	AMR
0	HG01302_HG01302	AMR
0	HG01277_HG01277	AMR
0	HG01284_HG01284	AMR
0	HG01311_HG01311	AMR
0	HG01489_HG01489	AMR
0	HG01323_HG01323	AMR
0	HG01491_HG01491	AMR
0	HG01342_HG01342	AMR
0	HG01504_HG01504	EUR
0	HG01354_HG01354	AMR
0	HG01597_HG01597	EAS
0	HG01359_HG01359	AMR
0	HG01600_HG01600	EAS
0	HG01605_HG01605	EUR
0	HG01366_HG01366	AMR
0	HG01612_HG01612	EUR
0	HG01474_HG01474	AMR
0	HG01509_HG01509	EUR
0	HG01479_HG01479	AMR
0	HG01516_HG01516	EUR
0	HG01486_HG01486	AMR
0	HG01528_HG01528	EUR
0	HG01498_HG01498	AMR
0	HG01530_HG01530	EUR
0	HG01501_HG01501	EUR
0	HG01617_HG01617	EUR
0	HG01624_HG01624	EUR
0	HG01619_HG01619	EUR
0	HG01631_HG01631	EUR
0	HG01626_HG01626	EUR
0	HG01669_HG01669	EUR
0	HG01566_HG01566	AMR
0	HG01378_HG01378	AMR
0	HG01578_HG01578	AMR
0	HG01679_HG01679	EUR
0	HG01392_HG01392	AMR
0	HG01686_HG01686	EUR
0	HG01405_HG01405	AMR
0	HG01412_HG01412	AMR
0	HG01768_HG01768	EUR
0	HG01599_HG01599	EAS
0	HG01770_HG01770	EUR
0	HG01602_HG01602	EUR
0	HG01775_HG01775	EUR
0	HG01607_HG01607	EUR
0	HG01506_HG01506	EUR
0	HG01513_HG01513	EUR
0	HG01518_HG01518	EUR
0	HG01756_HG01756	EUR
0	HG01525_HG01525	EUR
0	HG01794_HG01794	EAS
0	HG01799_HG01799	EAS
0	HG01537_HG01537	EUR
0	HG01802_HG01802	EAS
0	HG01551_HG01551	AMR
0	HG01807_HG01807	EAS
0	HG01556_HG01556	AMR
0	HG01431_HG01431	AMR
0	HG01890_HG01890	AFR
0	HG01443_HG01443	AMR
0	HG01455_HG01455	AMR
0	HG01915_HG01915	AFR
0	HG01462_HG01462	AMR
0	HG01676_HG01676	EUR
0	HG01958_HG01958	AFR
0	HG01695_HG01695	EUR
0	HG01979_HG01979	AMR
0	HG01965_HG01965	AMR
0	HG01986_HG01986	AFR
0	HG01977_HG01977	AMR
0	HG01989_HG01989	AFR
0	HG01892_HG01892	AMR
0	HG01991_HG01991	AMR
0	HG02002_HG02002	AMR
0	HG01912_HG01912	AFR
0	HG02014_HG02014	AFR
0	HG02019_HG02019	EAS
0	HG00134_HG00134	EUR
0	HG01924_HG01924	AMR
0	HG00139_HG00139	EUR
0	HG01866_HG01866	EAS
0	HG02026_HG02026	EAS
0	HG00141_HG00141	EUR
0	HG01873_HG01873	EAS
0	HG00146_HG00146	EUR
0	HG01878_HG01878	EAS
0	HG01880_HG01880	AFR
0	HG01939_HG01939	AMR
0	HG00158_HG00158	EUR
0	HG01885_HG01885	AFR
0	HG01941_HG01941	AMR
0	HG00160_HG00160	EUR
0	HG00177_HG00177	EUR
0	HG01777_HG01777	EUR
0	HG01864_HG01864	EAS
0	HG00189_HG00189	EUR
0	HG01784_HG01784	EUR
0	HG01869_HG01869	EAS
0	HG00235_HG00235	EUR
0	HG01789_HG01789	EUR
0	HG01871_HG01871	EAS
0	HG00242_HG00242	EUR
0	HG01883_HG01883	AFR
0	HG01708_HG01708	EUR
0	HG02064_HG02064	EAS
0	HG00254_HG00254	EUR
0	HG01710_HG01710	EUR
0	HG02069_HG02069	EAS
0	HG00259_HG00259	EUR
0	HG01746_HG01746	EUR
0	HG00261_HG00261	EUR
0	HG01765_HG01765	EUR
0	HG02076_HG02076	EAS
0	HG00266_HG00266	EUR
0	HG01791_HG01791	EUR
0	HG02040_HG02040	EAS
0	HG00273_HG00273	EUR
0	HG01796_HG01796	EAS
0	HG02052_HG02052	AFR
0	HG00278_HG00278	EUR
0	HG01804_HG01804	EAS
0	HG02057_HG02057	EAS
0	HG00379_HG00379	EUR
0	HG01809_HG01809	EAS
0	HG01840_HG01840	EAS
0	HG00381_HG00381	EUR
0	HG01811_HG01811	EAS
0	HG01845_HG01845	EAS
0	HG00406_HG00406	EAS
0	HG01852_HG01852	EAS
0	HG01857_HG01857	EAS
0	HG01967_HG01967	AMR
0	HG00437_HG00437	EAS
0	HG02088_HG02088	EAS
0	HG01936_HG01936	AMR
0	HG02090_HG02090	AMR
0	HG00449_HG00449	EAS
0	HG02095_HG02095	AFR
0	HG00451_HG00451	EAS
0	HG01948_HG01948	AMR
0	HG02108_HG02108	AFR
0	HG00463_HG00463	EAS
0	HG01816_HG01816	EAS
0	HG00475_HG00475	EAS
0	HG01842_HG01842	EAS
0	HG00280_HG00280	EUR
0	HG01847_HG01847	EAS
0	HG00285_HG00285	EUR
0	HG01859_HG01859	EAS
0	HG02285_HG02285	AMR
0	HG00312_HG00312	EUR
0	HG01861_HG01861	EAS
0	HG00324_HG00324	EUR
0	HG00329_HG00329	EUR
0	HG02009_HG02009	AFR
0	HG02122_HG02122	EAS
0	HG00331_HG00331	EUR
0	HG02127_HG02127	EAS
0	HG00336_HG00336	EUR
0	HG02016_HG02016	EAS
0	HG02134_HG02134	EAS
0	HG00343_HG00343	EUR
0	HG02023_HG02023	EAS
0	HG02139_HG02139	EAS
0	HG00350_HG00350	EUR
0	HG02028_HG02028	EAS
0	HG02141_HG02141	EAS
0	HG00355_HG00355	EUR
0	HG00362_HG00362	EUR
0	HG02035_HG02035	EAS
0	HG02235_HG02235	EUR
0	HG00367_HG00367	EUR
0	HG02047_HG02047	EAS
0	HG00103_HG00103	EUR
0	HG02054_HG02054	AFR
0	HG00108_HG00108	EUR
0	HG00110_HG00110	EUR
0	HG02061_HG02061	EAS
0	HG00115_HG00115	EUR
0	HG02073_HG02073	EAS
0	HG02343_HG02343	AFR
0	HG00122_HG00122	EUR
0	HG02078_HG02078	EAS
0	HG00127_HG00127	EUR
0	HG02355_HG02355	EAS
0	HG02367_HG02367	EAS
0	HG02282_HG02282	AFR
0	HG02374_HG02374	EAS
0	HG02184_HG02184	EAS
0	HG02307_HG02307	AFR
0	HG02223_HG02223	EUR
0	HG02314_HG02314	AFR
0	HG02230_HG02230	EUR
0	HG02181_HG02181	EAS
0	HG02386_HG02386	EAS
0	HG02186_HG02186	EAS
0	HG02398_HG02398	EAS
0	HG02401_HG02401	EAS
0	HG00533_HG00533	EAS
0	HG02220_HG02220	EUR
0	HG02406_HG02406	EAS
0	HG02312_HG02312	AMR
0	HG02317_HG02317	AFR
0	HG00557_HG00557	EAS
0	HG02153_HG02153	EAS
0	HG00583_HG00583	EAS
0	HG02155_HG02155	EAS
0	HG02165_HG02165	EAS
0	HG00590_HG00590	EAS
0	HG02603_HG02603	SAS
0	HG02610_HG02610	AFR
0	HG00641_HG00641	AMR
0	HG02131_HG02131	EAS
0	HG00653_HG00653	EAS
0	HG02136_HG02136	EAS
0	HG02143_HG02143	AFR
0	HG02634_HG02634	AFR
0	HG00672_HG00672	EAS
0	HG02232_HG02232	EUR
0	HG02646_HG02646	AFR
0	HG00684_HG00684	EAS
0	HG00689_HG00689	EAS
0	HG02256_HG02256	AFR
0	HG02345_HG02345	AMR
0	HG02759_HG02759	AFR
0	HG00704_HG00704	EAS
0	HG02364_HG02364	EAS
0	HG02371_HG02371	EAS
0	HG02085_HG02085	EAS
0	HG02778_HG02778	SAS
0	HG01029_HG01029	EAS
0	HG02780_HG02780	SAS
0	HG01031_HG01031	EAS
0	HG02600_HG02600	SAS
0	HG01048_HG01048	AMR
0	HG02696_HG02696	SAS
0	HG01055_HG01055	AMR
0	HG02629_HG02629	AFR
0	HG02716_HG02716	AFR
0	HG01067_HG01067	AMR
0	HG02643_HG02643	AFR
0	HG02728_HG02728	SAS
0	HG01079_HG01079	AMR
0	HG02648_HG02648	SAS
0	HG02557_HG02557	AFR
0	HG01086_HG01086	AMR
0	HG02554_HG02554	AFR
0	HG02571_HG02571	AFR
0	HG00728_HG00728	EAS
0	HG02583_HG02583	AFR
0	HG02561_HG02561	AFR
0	HG02588_HG02588	AFR
0	HG02573_HG02573	AFR
0	HG00742_HG00742	AMR
0	HG02580_HG02580	AFR
0	HG02595_HG02595	AFR
0	HG00759_HG00759	EAS
0	HG02585_HG02585	AFR
0	HG02792_HG02792	SAS
0	HG00766_HG00766	EAS
0	HG02597_HG02597	SAS
0	HG00867_HG00867	EAS
0	HG02655_HG02655	SAS
0	HG02805_HG02805	AFR
0	HG00879_HG00879	EAS
0	HG02667_HG02667	AFR
0	HG02817_HG02817	AFR
0	HG00956_HG00956	EAS
0	HG02679_HG02679	AFR
0	HG02836_HG02836	AFR
0	HG00982_HG00982	EAS
0	HG02681_HG02681	SAS
0	HG02420_HG02420	AFR
0	HG02425_HG02425	AMR
0	HG02465_HG02465	AFR
0	HG02449_HG02449	AFR
0	HG01334_HG01334	EUR
0	HG02477_HG02477	AFR
0	HG01341_HG01341	AMR
0	HG02484_HG02484	AFR
0	HG02489_HG02489	AFR
0	HG01353_HG01353	AMR
0	HG02491_HG02491	SAS
0	HG02660_HG02660	SAS
0	HG02737_HG02737	SAS
0	HG01360_HG01360	AMR
0	HG02756_HG02756	AFR
0	HG02684_HG02684	SAS
0	HG01365_HG01365	AMR
0	HG02763_HG02763	AFR
0	HG01149_HG01149	AMR
0	HG02768_HG02768	AFR
0	HG02502_HG02502	AFR
0	HG01168_HG01168	AMR
0	HG01170_HG01170	AMR
0	HG02775_HG02775	SAS
0	HG02521_HG02521	EAS
0	HG02408_HG02408	EAS
0	HG01182_HG01182	AMR
0	HG02410_HG02410	EAS
0	HG02545_HG02545	AFR
0	HG01187_HG01187	AMR
0	HG02470_HG02470	AFR
0	HG02427_HG02427	AFR
0	HG02494_HG02494	SAS
0	HG02439_HG02439	AFR
0	HG02855_HG02855	AFR
0	HG02496_HG02496	AFR
0	HG00608_HG00608	EAS
0	HG02511_HG02511	AFR
0	HG02879_HG02879	AFR
0	HG00610_HG00610	EAS
0	HG02881_HG02881	AFR
0	HG00622_HG00622	EAS
0	HG02383_HG02383	EAS
0	HG02944_HG02944	AFR
0	HG02982_HG02982	AFR
0	HG00634_HG00634	EAS
0	HG02390_HG02390	EAS
0	HG03012_HG03012	SAS
0	HG01098_HG01098	AMR
0	HG02395_HG02395	EAS
0	HG01101_HG01101	AMR
0	HG03024_HG03024	AFR
0	HG01113_HG01113	AMR
0	HG02725_HG02725	SAS
0	HG03048_HG03048	AFR
0	HG01125_HG01125	AMR
0	HG01137_HG01137	AMR
0	HG03007_HG03007	SAS
0	HG03055_HG03055	AFR
0	HG01257_HG01257	AMR
0	HG03019_HG03019	SAS
0	HG01269_HG01269	AMR
0	HG03021_HG03021	SAS
0	HG03238_HG03238	SAS
0	HG01271_HG01271	AMR
0	HG03240_HG03240	AFR
0	HG03074_HG03074	AFR
0	HG01303_HG01303	AMR
0	HG03040_HG03040	AFR
0	HG03079_HG03079	AFR
0	HG01308_HG01308	AMR
0	HG03045_HG03045	AFR
0	HG03081_HG03081	AFR
0	HG01531_HG01531	EUR
0	HG02840_HG02840	AFR
0	HG03086_HG03086	AFR
0	HG01536_HG01536	EUR
0	HG02852_HG02852	AFR
0	HG01550_HG01550	AMR
0	HG03168_HG03168	AFR
0	HG01586_HG01586	SAS
0	HG02888_HG02888	AFR
0	HG03175_HG03175	AFR
0	HG01593_HG01593	SAS
0	HG02890_HG02890	AFR
0	HG01372_HG01372	AMR
0	HG02895_HG02895	AFR
0	HG03199_HG03199	AFR
0	HG01377_HG01377	AMR
0	HG02922_HG02922	AFR
0	HG03202_HG03202	AFR
0	HG01384_HG01384	AMR
0	HG01389_HG01389	AMR
0	HG02941_HG02941	AFR
0	HG03118_HG03118	AFR
0	HG02787_HG02787	SAS
0	HG03120_HG03120	AFR
0	HG01396_HG01396	AMR
0	HG02799_HG02799	AFR
0	HG03132_HG03132	AFR
0	HG02807_HG02807	AFR
0	HG01435_HG01435	AMR
0	HG02814_HG02814	AFR
0	HG03163_HG03163	AFR
0	HG02819_HG02819	AFR
0	HG02968_HG02968	AFR
0	HG01447_HG01447	AMR
0	HG02970_HG02970	AFR
0	HG01459_HG01459	AMR
0	HG03172_HG03172	AFR
0	HG01461_HG01461	AMR
0	HG03189_HG03189	AFR
0	HG03485_HG03485	AFR
0	HG03196_HG03196	AFR
0	HG01512_HG01512	EUR
0	HG03209_HG03209	AFR
0	HG03228_HG03228	SAS
0	HG01524_HG01524	EUR
0	HG02946_HG02946	AFR
0	HG02953_HG02953	AFR
0	HG03625_HG03625	SAS
0	HG01485_HG01485	AMR
0	HG02977_HG02977	AFR
0	HG03461_HG03461	AFR
0	HG01492_HG01492	AMR
0	HG03052_HG03052	AFR
0	HG01497_HG01497	AMR
0	HG03057_HG03057	AFR
0	HG03473_HG03473	AFR
0	HG01500_HG01500	EUR
0	HG03064_HG03064	AFR
0	HG03517_HG03517	AFR
0	HG01618_HG01618	EUR
0	HG03069_HG03069	AFR
0	HG03548_HG03548	AFR
0	HG01620_HG01620	EUR
0	HG03567_HG03567	AFR
0	HG01625_HG01625	EUR
0	HG03088_HG03088	AFR
0	HG01632_HG01632	EUR
0	HG03095_HG03095	AFR
0	HG01668_HG01668	EUR
0	HG03103_HG03103	AFR
0	HG01670_HG01670	EUR
0	HG03108_HG03108	AFR
0	HG01675_HG01675	EUR
0	HG03391_HG03391	AFR
0	HG01598_HG01598	EAS
0	HG03115_HG03115	AFR
0	HG03271_HG03271	AFR
0	HG01606_HG01606	EUR
0	HG03127_HG03127	AFR
0	HG03295_HG03295	AFR
0	HG01613_HG01613	EUR
0	HG03303_HG03303	AFR
0	HG01682_HG01682	EUR
0	HG03139_HG03139	AFR
0	HG03593_HG03593	SAS
0	HG01694_HG01694	EUR
0	HG03160_HG03160	AFR
0	HG03598_HG03598	SAS
0	HG01699_HG01699	EUR
0	HG03538_HG03538	AFR
0	HG01702_HG01702	EUR
0	HG03428_HG03428	AFR
0	HG01707_HG01707	EUR
0	HG03557_HG03557	AFR
0	HG03442_HG03442	AFR
0	HG01757_HG01757	EUR
0	HG03571_HG03571	AFR
0	HG02008_HG02008	AMR
0	HG02010_HG02010	AFR
0	HG03235_HG03235	SAS
0	HG03702_HG03702	SAS
0	HG03247_HG03247	AFR
0	HG03714_HG03714	SAS
0	HG01771_HG01771	EUR
0	HG03259_HG03259	AFR
0	HG01776_HG01776	EUR
0	HG01783_HG01783	EUR
0	HG03644_HG03644	SAS
0	HG01790_HG01790	EUR
0	HG03499_HG03499	AFR
0	HG03649_HG03649	SAS
0	HG03514_HG03514	AFR
0	HG01980_HG01980	AMR
0	HG01985_HG01985	AFR
0	HG03521_HG03521	AFR
0	HG03663_HG03663	SAS
0	HG03583_HG03583	AFR
0	HG03668_HG03668	SAS
0	HG01889_HG01889	AFR
0	HG03595_HG03595	SAS
0	HG03788_HG03788	SAS
0	HG03603_HG03603	SAS
0	HG03790_HG03790	SAS
0	HG01896_HG01896	AFR
0	HG03615_HG03615	SAS
0	HG03803_HG03803	SAS
0	HG03757_HG03757	SAS
0	HG01841_HG01841	EAS
0	HG03393_HG03393	AFR
0	HG01846_HG01846	EAS
0	HG03398_HG03398	AFR
0	HG03771_HG03771	SAS
0	HG01853_HG01853	EAS
0	HG03401_HG03401	AFR
0	HG01858_HG01858	EAS
0	HG03846_HG03846	SAS
0	HG01860_HG01860	EAS
0	HG03343_HG03343	AFR
0	HG03858_HG03858	SAS
0	HG03808_HG03808	SAS
0	HG03815_HG03815	SAS
0	HG03367_HG03367	AFR
0	HG01973_HG01973	AMR
0	HG03432_HG03432	AFR
0	HG03437_HG03437	AFR
0	HG03687_HG03687	SAS
0	HG01935_HG01935	AMR
0	HG03449_HG03449	AFR
0	HG03694_HG03694	SAS
0	HG01942_HG01942	AMR
0	HG03451_HG03451	AFR
0	HG03733_HG03733	SAS
0	HG01947_HG01947	AMR
0	HG03280_HG03280	AFR
0	HG03738_HG03738	SAS
0	HG01865_HG01865	EAS
0	HG03297_HG03297	AFR
0	HG03740_HG03740	SAS
0	HG01872_HG01872	EAS
0	HG03300_HG03300	AFR
0	HG03745_HG03745	SAS
0	HG03752_HG03752	SAS
0	HG01795_HG01795	EAS
0	HG03872_HG03872	SAS
0	HG01808_HG01808	EAS
0	HG03884_HG03884	SAS
0	HG01810_HG01810	EAS
0	HG03470_HG03470	AFR
0	HG01815_HG01815	EAS
0	HG03812_HG03812	SAS
0	HG04200_HG04200	SAS
0	HG02084_HG02084	EAS
0	HG03817_HG03817	SAS
0	HG04212_HG04212	SAS
0	HG02089_HG02089	AMR
0	HG03824_HG03824	SAS
0	HG03829_HG03829	SAS
0	HG03896_HG03896	SAS
0	HG02111_HG02111	AFR
0	HG03836_HG03836	SAS
0	HG02116_HG02116	EAS
0	HG03911_HG03911	SAS
0	HG02274_HG02274	AMR
0	HG03709_HG03709	SAS
0	HG03916_HG03916	SAS
0	HG03711_HG03711	SAS
0	HG02281_HG02281	AFR
0	HG03716_HG03716	SAS
0	HG04003_HG04003	SAS
0	HG02286_HG02286	AMR
0	HG04015_HG04015	SAS
0	HG03730_HG03730	SAS
0	HG04022_HG04022	SAS
0	HG02298_HG02298	AMR
0	HG03742_HG03742	SAS
0	HG04161_HG04161	SAS
0	HG02236_HG02236	EUR
0	HG04173_HG04173	SAS
0	HG02250_HG02250	EAS
0	HG04180_HG04180	SAS
0	HG02255_HG02255	AFR
